Timestamp,accelX,accelY,accelZ,gyroX(rad/s),gyroY(rad/s),gyroZ(rad/s),Roll(rads),Pitch(rads),Yaw(rads)
09-Sep-2020 11:20:29.745,-0.3668,-0.1661,-0.9630, 0.2322,-0.3175, 0.3958,-0.3898, 0.1279,-0.4538
09-Sep-2020 11:20:29.749,-0.3673,-0.1641,-0.9228, 0.2748,-0.3254, 0.3974,-0.3898, 0.1279,-0.4538
09-Sep-2020 11:20:29.759,-0.3870,-0.1581,-0.8731, 0.2758,-0.2877, 0.3672,-0.3936, 0.1289,-0.4490
09-Sep-2020 11:20:29.769,-0.3914,-0.1667,-0.8466, 0.2437,-0.2301, 0.3569,-0.3971, 0.1300,-0.4445
09-Sep-2020 11:20:29.779,-0.3882,-0.1762,-0.8441, 0.2262,-0.3072, 0.3809,-0.4001, 0.1308,-0.4401
09-Sep-2020 11:20:29.789,-0.4146,-0.1757,-0.8372, 0.2010,-0.4353, 0.3679,-0.4038, 0.1314,-0.4356
09-Sep-2020 11:20:29.799,-0.4652,-0.1850,-0.8563, 0.1867,-0.6263, 0.2706,-0.4087, 0.1319,-0.4314
09-Sep-2020 11:20:29.809,-0.5288,-0.2006,-0.8759, 0.2103,-0.7774, 0.0771,-0.4154, 0.1325,-0.4281
09-Sep-2020 11:20:29.819,-0.5659,-0.2422,-0.8915, 0.2896,-0.8164,-0.1085,-0.4233, 0.1341,-0.4265
09-Sep-2020 11:20:29.828,-0.6020,-0.2544,-0.8788, 0.3861,-0.8018,-0.2699,-0.4314, 0.1372,-0.4262
09-Sep-2020 11:20:29.838,-0.6200,-0.2720,-0.8458, 0.4403,-0.8465,-0.3997,-0.4394, 0.1418,-0.4269
09-Sep-2020 11:20:29.849,-0.6427,-0.2683,-0.8084, 0.3639,-1.0278,-0.5159,-0.4476, 0.1474,-0.4286
09-Sep-2020 11:20:29.858,-0.6989,-0.2339,-0.7676, 0.0974,-1.3214,-0.6427,-0.4575, 0.1528,-0.4316
09-Sep-2020 11:20:29.868,-0.7908,-0.1629,-0.7280,-0.3578,-1.5389,-0.8052,-0.4698, 0.1564,-0.4370
09-Sep-2020 11:20:29.878,-0.8550,-0.1327,-0.7426,-0.8695,-1.5092,-0.9947,-0.4836, 0.1569,-0.4458
09-Sep-2020 11:20:29.888,-0.8375,-0.1016,-0.7889,-1.3399,-1.2549,-1.1514,-0.4966, 0.1540,-0.4587
