Timestamp,accelX,accelY,accelZ,gyroX(rad/s),gyroY(rad/s),gyroZ(rad/s),Roll(rads),Pitch(rads),Yaw(rads)
09-Sep-2020 11:14:19.866, 0.1120,-0.4082,-1.1630, 0.4177, 0.4500, 0.2528, 0.1372, 0.3125, 0.8885
09-Sep-2020 11:14:19.876, 0.1439,-0.4432,-1.2101, 0.6252, 0.6174, 0.2842, 0.1411, 0.3171, 0.8906
09-Sep-2020 11:14:19.886, 0.1814,-0.4266,-1.2442, 0.8489, 0.7518, 0.3117, 0.1466, 0.3237, 0.8927
09-Sep-2020 11:14:19.896, 0.1873,-0.3957,-1.2364, 0.9491, 0.7698, 0.3146, 0.1533, 0.3325, 0.8947
09-Sep-2020 11:14:19.906, 0.2083,-0.3780,-1.1927, 0.8676, 0.6928, 0.3497, 0.1603, 0.3423, 0.8965
09-Sep-2020 11:14:19.917, 0.2289,-0.4097,-1.1881, 0.6301, 0.5679, 0.3286, 0.1664, 0.3513, 0.8987
09-Sep-2020 11:14:19.926, 0.2305,-0.4728,-1.1783, 0.2940, 0.3312, 0.3152, 0.1712, 0.3580, 0.9011
09-Sep-2020 11:14:19.936, 0.2542,-0.4957,-1.1953, 0.0028,-0.1802, 0.4282, 0.1732, 0.3615, 0.9040
09-Sep-2020 11:14:19.946, 0.2744,-0.4781,-1.2555,-0.1205,-0.8167, 0.5944, 0.1697, 0.3624, 0.9086
09-Sep-2020 11:14:19.956, 0.2835,-0.4132,-1.3076,-0.0492,-1.4905, 0.7150, 0.1592, 0.3624, 0.9151
09-Sep-2020 11:14:19.966, 0.2684,-0.2881,-1.2778, 0.1553,-1.9565, 0.7286, 0.1419, 0.3631, 0.9227
09-Sep-2020 11:14:19.976, 0.1954,-0.1445,-1.1956, 0.3962,-2.1124, 0.5733, 0.1199, 0.3656, 0.9301
09-Sep-2020 11:14:19.986, 0.1067,-0.1759,-1.0961, 0.5307,-2.0564, 0.4286, 0.0969, 0.3701, 0.9358
09-Sep-2020 11:14:19.996, 0.0876,-0.2807,-0.9245, 0.5630,-1.7149, 0.4158, 0.0751, 0.3757, 0.9400
09-Sep-2020 11:14:20.006, 0.0382,-0.3507,-0.7785, 0.5992,-1.4127, 0.4321, 0.0565, 0.3816, 0.9442
09-Sep-2020 11:14:20.016,-0.0250,-0.3364,-0.7516, 0.7027,-1.5638, 0.4663, 0.0404, 0.3879, 0.9485
09-Sep-2020 11:14:20.026,-0.0540,-0.3263,-0.8402, 0.8642,-1.5672, 0.5832, 0.0232, 0.3951, 0.9535
09-Sep-2020 11:14:20.036,-0.0114,-0.3722,-0.9116, 1.0780,-1.5300, 0.7729, 0.0050, 0.4038, 0.9598
09-Sep-2020 11:14:20.046,-0.0521,-0.3536,-0.8443, 1.4321,-1.3024, 0.8148,-0.0136, 0.4146, 0.9683
09-Sep-2020 11:14:20.056,-0.1235,-0.1385,-0.5706, 2.1103,-0.2398, 0.2122,-0.0295, 0.4290, 0.9770
09-Sep-2020 11:14:20.066,-0.1730,-0.0286,-0.4690, 2.5122, 0.1713,-0.6397,-0.0336, 0.4498, 0.9800
09-Sep-2020 11:14:20.076,-0.1120,-0.1609,-0.5993, 2.4637,-0.1388,-1.2942,-0.0297, 0.4747, 0.9740
09-Sep-2020 11:14:20.085,-0.0327,-0.3322,-0.6378, 2.0374,-0.6756,-1.6721,-0.0250, 0.4994, 0.9605
09-Sep-2020 11:14:20.096, 0.0386,-0.4778,-0.6392, 1.4249,-0.9955,-1.8144,-0.0226, 0.5200, 0.9422
09-Sep-2020 11:14:20.106, 0.1549,-0.6203,-0.6029, 0.5372,-0.9003,-1.6738,-0.0221, 0.5345, 0.9219
09-Sep-2020 11:14:20.115, 0.2446,-0.7744,-0.2260,-1.4478, 0.5361,-1.2242,-0.0205, 0.5392, 0.9030
09-Sep-2020 11:14:20.125, 0.3335,-0.6929,-0.0152,-2.1865, 2.5072,-0.7974,-0.0075, 0.5262, 0.8887
09-Sep-2020 11:14:20.135, 0.4142,-0.5241,-0.4256,-2.4532, 3.5778,-0.4180, 0.0214, 0.5046, 0.8798
09-Sep-2020 11:14:20.145, 0.4481,-0.4858,-0.7671,-2.3990, 3.4953,-0.0569, 0.0578, 0.4803, 0.8762
09-Sep-2020 11:14:20.155, 0.5189,-0.4777,-1.1914,-1.9115, 2.7370, 0.3275, 0.0916, 0.4568, 0.8777
09-Sep-2020 11:14:20.165, 0.5252,-0.3749,-1.4119,-1.2710, 1.6170, 0.6429, 0.1161, 0.4384, 0.8834
09-Sep-2020 11:14:20.175, 0.4005,-0.2433,-1.3086,-1.0427, 0.9493, 0.8504, 0.1290, 0.4263, 0.8923
09-Sep-2020 11:14:20.185, 0.2235,-0.1758,-1.0898,-0.8574, 0.4917, 0.9053, 0.1342, 0.4171, 0.9030
09-Sep-2020 11:14:20.196, 0.1042,-0.1444,-0.9366,-0.6805, 0.2689, 0.7239, 0.1348, 0.4099, 0.9139
09-Sep-2020 11:14:20.205, 0.0610,-0.1528,-0.8367,-0.4575, 0.1724, 0.5257, 0.1341, 0.4043, 0.9227
09-Sep-2020 11:14:20.215, 0.0869,-0.2716,-0.7928,-0.2454, 0.0388, 0.5103, 0.1332, 0.4005, 0.9292
09-Sep-2020 11:14:20.225, 0.1058,-0.3808,-0.7610,-0.1506,-0.1768, 0.6710, 0.1312, 0.3988, 0.9352
09-Sep-2020 11:14:20.235, 0.0764,-0.4262,-0.7087,-0.1848,-0.2808, 0.8217, 0.1266, 0.3981, 0.9427
09-Sep-2020 11:14:20.245, 0.0058,-0.4360,-0.6513,-0.2741,-0.1746, 0.8578, 0.1204, 0.3973, 0.9517
09-Sep-2020 11:14:20.255,-0.0778,-0.4159,-0.6173,-0.3758, 0.0950, 0.7991, 0.1151, 0.3956, 0.9613
09-Sep-2020 11:14:20.265,-0.1156,-0.3933,-0.6628,-0.4439, 0.3565, 0.6992, 0.1125, 0.3928, 0.9703
09-Sep-2020 11:14:20.275,-0.1399,-0.3464,-0.7106,-0.4876, 0.4457, 0.5396, 0.1129, 0.3893, 0.9783
09-Sep-2020 11:14:20.285,-0.1288,-0.3171,-0.7434,-0.5166, 0.3061, 0.3896, 0.1147, 0.3851, 0.9848
09-Sep-2020 11:14:20.295,-0.0655,-0.3161,-0.7578,-0.4887, 0.1453, 0.3501, 0.1159, 0.3806, 0.9897
09-Sep-2020 11:14:20.305,-0.0024,-0.3414,-0.7707,-0.4774,-0.1268, 0.3362, 0.1156, 0.3762, 0.9941
09-Sep-2020 11:14:20.315, 0.0090,-0.4150,-0.7744,-0.5695,-0.5798, 0.3920, 0.1127, 0.3718, 0.9984
09-Sep-2020 11:14:20.325, 0.0117,-0.4636,-0.7302,-0.7742,-1.0384, 0.4869, 0.1051, 0.3666, 1.0033
09-Sep-2020 11:14:20.335,-0.0157,-0.5139,-0.7255,-1.0849,-1.3762, 0.5479, 0.0927, 0.3594, 1.0093
09-Sep-2020 11:14:20.345,-0.0864,-0.5102,-0.7523,-1.3554,-1.4273, 0.5122, 0.0768, 0.3492, 1.0161
09-Sep-2020 11:14:20.355,-0.1720,-0.4278,-0.7743,-1.4870,-1.1709, 0.4117, 0.0606, 0.3362, 1.0225
09-Sep-2020 11:14:20.364,-0.2549,-0.3222,-0.7981,-1.5092,-0.5774, 0.1625, 0.0476, 0.3217, 1.0276
09-Sep-2020 11:14:20.374,-0.3070,-0.2162,-0.7834,-1.5016, 0.0294,-0.2644, 0.0411, 0.3068, 1.0299
09-Sep-2020 11:14:20.384,-0.2456,-0.1832,-0.7872,-1.4955, 0.3431,-0.6103, 0.0418, 0.2918, 1.0280
09-Sep-2020 11:14:20.394,-0.1475,-0.2346,-0.8242,-1.5410, 0.3816,-0.7548, 0.0465, 0.2767, 1.0225
09-Sep-2020 11:14:20.404,-0.0320,-0.2593,-0.8621,-1.6320, 0.1730,-0.7810, 0.0520, 0.2610, 1.0157
09-Sep-2020 11:14:20.414, 0.0833,-0.3338,-0.9564,-1.7408,-0.2375,-0.6946, 0.0553, 0.2444, 1.0087
09-Sep-2020 11:14:20.424, 0.1271,-0.3475,-1.0623,-1.7973,-0.6890,-0.5296, 0.0543, 0.2268, 1.0027
09-Sep-2020 11:14:20.434, 0.1073,-0.2578,-1.1074,-1.7601,-1.0252,-0.4115, 0.0485, 0.2088, 0.9983
09-Sep-2020 11:14:20.444, 0.0681,-0.1688,-1.1205,-1.6337,-1.1991,-0.3877, 0.0390, 0.1912, 0.9949
09-Sep-2020 11:14:20.454, 0.0462,-0.1391,-1.1314,-1.4636,-1.2382,-0.3796, 0.0278, 0.1749, 0.9916
09-Sep-2020 11:14:20.464, 0.0463,-0.1434,-1.1086,-1.3004,-1.1481,-0.3445, 0.0161, 0.1603, 0.9882
09-Sep-2020 11:14:20.474, 0.0550,-0.1527,-1.0730,-1.2058,-1.0367,-0.2824, 0.0052, 0.1473, 0.9849
09-Sep-2020 11:14:20.484, 0.0475,-0.2261,-1.0656,-1.2522,-0.9178,-0.1829,-0.0048, 0.1352, 0.9822
09-Sep-2020 11:14:20.494,-0.0025,-0.3135,-1.0581,-1.4100,-0.6639,-0.1452,-0.0136, 0.1227, 0.9803
09-Sep-2020 11:14:20.504,-0.0868,-0.2932,-1.0523,-1.5157,-0.3593,-0.3123,-0.0199, 0.1088, 0.9785
09-Sep-2020 11:14:20.514,-0.1639,-0.2072,-1.1138,-1.5155,-0.2172,-0.5452,-0.0233, 0.0939, 0.9751
09-Sep-2020 11:14:20.524,-0.1880,-0.1068,-1.1654,-1.5323,-0.1829,-0.7846,-0.0250, 0.0790, 0.9693
