Timestamp,accelX,accelY,accelZ,gyroX(rad/s),gyroY(rad/s),gyroZ(rad/s),Roll(rads),Pitch(rads),Yaw(rads)
09-Sep-2020 11:01:34.692, 0.4306,-0.1821,-1.0241, 1.1217,-1.7861,-1.2556, 0.4140, 0.2105,-1.0314
09-Sep-2020 11:01:34.702, 0.3729,-0.1957,-0.9971, 0.9929,-2.1079,-1.3272, 0.3996, 0.2158,-1.0476
09-Sep-2020 11:01:34.712, 0.3352,-0.2266,-0.9691, 0.8533,-2.1148,-1.4154, 0.3824, 0.2199,-1.0639
09-Sep-2020 11:01:34.722, 0.3079,-0.2410,-0.9206, 0.7024,-1.8815,-1.5144, 0.3651, 0.2228,-1.0805
09-Sep-2020 11:01:34.732, 0.2730,-0.2101,-0.9239, 0.5243,-1.5562,-1.5939, 0.3501, 0.2241,-1.0974
09-Sep-2020 11:01:34.742, 0.2453,-0.1627,-0.9219, 0.3602,-1.1283,-1.6449, 0.3385, 0.2237,-1.1145
09-Sep-2020 11:01:34.752, 0.2288,-0.1150,-0.9122, 0.1999,-0.7144,-1.6369, 0.3310, 0.2218,-1.1315
09-Sep-2020 11:01:34.762, 0.2489,-0.1130,-0.9269, 0.0781,-0.3563,-1.5594, 0.3274, 0.2185,-1.1478
09-Sep-2020 11:01:34.772, 0.2723,-0.1496,-0.9557, 0.0130,-0.1045,-1.4131, 0.3270, 0.2143,-1.1630
09-Sep-2020 11:01:34.782, 0.3130,-0.1919,-0.9418, 0.0090, 0.0597,-1.3528, 0.3288, 0.2100,-1.1767
09-Sep-2020 11:01:34.792, 0.3176,-0.1938,-0.9224, 0.0095,-0.0608,-1.3130, 0.3319, 0.2058,-1.1897
09-Sep-2020 11:01:34.802, 0.3454,-0.2679,-0.9281,-0.0077,-0.4028,-1.2001, 0.3336, 0.2017,-1.2022
09-Sep-2020 11:01:34.812, 0.3655,-0.3245,-0.9232,-0.0467,-0.7979,-1.0953, 0.3318, 0.1977,-1.2137
09-Sep-2020 11:01:34.822, 0.3312,-0.3246,-0.9311,-0.0723,-1.0759,-1.0728, 0.3260, 0.1938,-1.2240
09-Sep-2020 11:01:34.832, 0.2467,-0.3169,-0.9530,-0.0856,-1.0834,-1.1397, 0.3173, 0.1898,-1.2341
09-Sep-2020 11:01:34.842, 0.1634,-0.3014,-0.9634,-0.0641,-1.0774,-1.1947, 0.3086, 0.1856,-1.2448
09-Sep-2020 11:01:34.851, 0.1313,-0.2377,-1.0186,-0.1207,-1.2698,-1.1891, 0.2996, 0.1814,-1.2559
09-Sep-2020 11:01:34.862, 0.1456,-0.2140,-1.0378,-0.2270,-1.2888,-1.2917, 0.2891, 0.1769,-1.2670
09-Sep-2020 11:01:34.872, 0.1428,-0.2840,-0.9933,-0.3156,-1.1185,-1.3770, 0.2784, 0.1712,-1.2789
09-Sep-2020 11:01:34.881, 0.1327,-0.3397,-1.0071,-0.4187,-0.8284,-1.4073, 0.2694, 0.1645,-1.2913
09-Sep-2020 11:01:34.891, 0.0841,-0.3264,-1.0423,-0.5674,-0.2287,-1.4373, 0.2634, 0.1568,-1.3038
09-Sep-2020 11:01:34.901, 0.0193,-0.2808,-0.9878,-0.7953, 0.8172,-1.4748, 0.2633, 0.1476,-1.3162
09-Sep-2020 11:01:34.912,-0.0284,-0.2415,-0.8951,-1.0730, 2.0694,-1.5244, 0.2733, 0.1361,-1.3283
09-Sep-2020 11:01:34.921,-0.0445,-0.1948,-0.8446,-1.3381, 3.0645,-1.5713, 0.2952, 0.1217,-1.3399
09-Sep-2020 11:01:34.931,-0.0107,-0.1520,-0.8837,-1.4725, 3.4202,-1.5777, 0.3265, 0.1044,-1.3508
09-Sep-2020 11:01:34.941, 0.0360,-0.1265,-1.0400,-1.3888, 3.0750,-1.5616, 0.3610, 0.0855,-1.3606
09-Sep-2020 11:01:34.951, 0.0414,-0.0972,-1.1877,-1.1304, 2.4979,-1.6030, 0.3922, 0.0670,-1.3700
09-Sep-2020 11:01:34.961, 0.0844,-0.0317,-1.2782,-0.7611, 1.7626,-1.9341, 0.4175, 0.0504,-1.3805
09-Sep-2020 11:01:34.971, 0.0971,-0.0204,-1.3744,-0.2845, 1.1614,-2.1558, 0.4357, 0.0357,-1.3948
09-Sep-2020 11:01:34.981, 0.1727,-0.1008,-1.2845, 0.2098, 0.6963,-2.1771, 0.4479, 0.0241,-1.4128
09-Sep-2020 11:01:34.991, 0.3622, 0.0369,-1.2051, 0.7190,-0.3037,-2.2530, 0.4548, 0.0166,-1.4333
09-Sep-2020 11:01:35.001, 0.3326, 0.1304,-1.3023, 1.2627,-1.7164,-2.4164, 0.4518, 0.0132,-1.4566
09-Sep-2020 11:01:35.011, 0.2957, 0.0735,-1.3246, 1.8001,-2.9281,-2.6150, 0.4351, 0.0143,-1.4837
09-Sep-2020 11:01:35.021, 0.3800, 0.0031,-1.1584, 2.2794,-3.4267,-2.8835, 0.4070, 0.0200,-1.5147
09-Sep-2020 11:01:35.031, 0.3469,-0.0054,-0.9911, 2.7097,-3.4677,-3.2855, 0.3740, 0.0301,-1.5499
09-Sep-2020 11:01:35.041, 0.2676, 0.0226,-0.9680, 3.1115,-3.3019,-3.7707, 0.3411, 0.0439,-1.5900
09-Sep-2020 11:01:35.051, 0.2180, 0.0810,-1.0000, 3.4671,-2.9250,-4.2667, 0.3107, 0.0613,-1.6354
09-Sep-2020 11:01:35.061, 0.1876, 0.1339,-0.9606, 3.3377,-1.6898,-4.3276, 0.2854, 0.0819,-1.6861
09-Sep-2020 11:01:35.071, 0.2602, 0.0952,-0.5876, 2.4369, 0.1177,-3.2027, 0.2733, 0.1019,-1.7360
09-Sep-2020 11:01:35.082, 0.4074,-0.0758,-0.5086, 1.6574, 1.1247,-1.8124, 0.2778, 0.1168,-1.7732
09-Sep-2020 11:01:35.091, 0.3939,-0.2516,-0.5705, 1.1628, 2.0819,-1.3330, 0.2919, 0.1276,-1.7960
09-Sep-2020 11:01:35.101, 0.4035,-0.2405,-0.5421, 0.9586, 2.3729,-1.1729, 0.3144, 0.1349,-1.8124
09-Sep-2020 11:01:35.111, 0.4192,-0.1936,-0.7283, 1.0126, 1.6238,-0.8694, 0.3392, 0.1404,-1.8265
09-Sep-2020 11:01:35.121, 0.4835,-0.1734,-0.9946, 1.1870, 0.4461,-0.4645, 0.3568, 0.1471,-1.8381
09-Sep-2020 11:01:35.131, 0.5435,-0.2466,-1.1369, 1.3989,-0.9134,-0.0379, 0.3622, 0.1566,-1.8466
09-Sep-2020 11:01:35.140, 0.5060,-0.2309,-1.1991, 1.5767,-2.2229, 0.4026, 0.3540, 0.1696,-1.8519
09-Sep-2020 11:01:35.150, 0.4607,-0.2106,-1.2005, 1.8287,-3.5508, 0.9068, 0.3320, 0.1858,-1.8533
09-Sep-2020 11:01:35.160, 0.4324,-0.0890,-1.0545, 2.0053,-4.0232, 1.1463, 0.2967, 0.2059,-1.8504
09-Sep-2020 11:01:35.170, 0.3803,-0.0212,-0.7500, 1.9885,-3.3103, 1.2054, 0.2562, 0.2281,-1.8447
09-Sep-2020 11:01:35.180, 0.3219,-0.0634,-0.5342, 1.8537,-2.2236, 1.1741, 0.2218, 0.2501,-1.8375
09-Sep-2020 11:01:35.191, 0.2714,-0.1338,-0.6068, 1.5282,-1.6086, 0.7876, 0.1973, 0.2705,-1.8298
09-Sep-2020 11:01:35.200, 0.1637,-0.2105,-0.7352, 0.9014,-1.4036, 0.0387, 0.1797, 0.2867,-1.8249
09-Sep-2020 11:01:35.210,-0.0039,-0.3350,-0.7809, 0.1969,-1.2617,-0.7059, 0.1660, 0.2956,-1.8260
09-Sep-2020 11:01:35.220,-0.0858,-0.4360,-0.8367,-0.3356,-0.8903,-1.2283, 0.1558, 0.2966,-1.8334
09-Sep-2020 11:01:35.230,-0.0225,-0.2859,-0.8710,-0.5820,-0.4072,-1.4667, 0.1505, 0.2917,-1.8453
09-Sep-2020 11:01:35.240, 0.1304,-0.0698,-0.9321,-0.5064,-0.0521,-1.3828, 0.1503, 0.2841,-1.8592
09-Sep-2020 11:01:35.250, 0.3028,-0.0486,-1.0253,-0.1755, 0.0791,-1.0449, 0.1532, 0.2772,-1.8723
09-Sep-2020 11:01:35.260, 0.4028,-0.0980,-1.0726, 0.1928,-0.0720,-0.6471, 0.1566, 0.2740,-1.8826
09-Sep-2020 11:01:35.269, 0.4051,-0.1233,-1.0561, 0.4052,-0.3164,-0.3265, 0.1577, 0.2748,-1.8895
09-Sep-2020 11:01:35.279, 0.3511,-0.1409,-0.9736, 0.4012,-0.4489,-0.1339, 0.1557, 0.2782,-1.8935
09-Sep-2020 11:01:35.289, 0.2811,-0.1560,-0.8868, 0.2236,-0.4891,-0.1198, 0.1518, 0.2818,-1.8956
09-Sep-2020 11:01:35.299, 0.1928,-0.1905,-0.8492,-0.0352,-0.6182,-0.2137, 0.1473, 0.2839,-1.8971
09-Sep-2020 11:01:35.309, 0.1471,-0.2232,-0.8622,-0.2875,-0.8443,-0.3335, 0.1417, 0.2833,-1.8992
09-Sep-2020 11:01:35.319, 0.1324,-0.1956,-0.8480,-0.5408,-0.8318,-0.4080, 0.1343, 0.2800,-1.9021
09-Sep-2020 11:01:35.330, 0.1404,-0.1624,-0.8315,-0.7652,-0.6824,-0.3950, 0.1270, 0.2742,-1.9055
09-Sep-2020 11:01:35.339, 0.1506,-0.1333,-0.8841,-0.9151,-0.5118,-0.2911, 0.1209, 0.2663,-1.9084
09-Sep-2020 11:01:35.349, 0.1626,-0.1073,-0.8964,-0.9588,-0.3138,-0.0972, 0.1163, 0.2570,-1.9102
