Timestamp,accelX,accelY,accelZ,gyroX(rad/s),gyroY(rad/s),gyroZ(rad/s),Roll(rads),Pitch(rads),Yaw(rads)
09-Sep-2020 10:30:48.511,-0.0439,-0.8529,-0.5136, 0.5189, 0.5364, 0.0043, 0.0000, 0.0000, 0.0000
09-Sep-2020 10:30:48.513,-0.0413,-0.8426,-0.5225, 0.5368, 0.5605, 0.0122,-0.1838, 0.9715,-1.3910
09-Sep-2020 10:30:48.523,-0.0458,-0.8313,-0.5248, 0.5319, 0.5582, 0.0104,-0.1799, 0.9767,-1.3890
09-Sep-2020 10:30:48.533,-0.0451,-0.8342,-0.5308, 0.5008, 0.5352,-0.0128,-0.1760, 0.9819,-1.3870
09-Sep-2020 10:30:48.543,-0.0342,-0.8341,-0.5373, 0.4625, 0.4623,-0.0262,-0.1720, 0.9869,-1.3855
09-Sep-2020 10:30:48.553,-0.0260,-0.8358,-0.5332, 0.3987, 0.3454,-0.0295,-0.1683, 0.9915,-1.3844
09-Sep-2020 10:30:48.563,-0.0322,-0.8438,-0.5157, 0.3225, 0.2402,-0.0389,-0.1656, 0.9955,-1.3836
09-Sep-2020 10:30:48.573,-0.0375,-0.8614,-0.4991, 0.2385, 0.1690,-0.0461,-0.1635, 0.9987,-1.3832
09-Sep-2020 10:30:48.583,-0.0338,-0.8733,-0.4975, 0.1715, 0.1215,-0.0337,-0.1619, 1.0011,-1.3832
09-Sep-2020 10:30:48.593,-0.0247,-0.8770,-0.5087, 0.1469, 0.0932,-0.0147,-0.1607, 1.0029,-1.3831
09-Sep-2020 10:30:48.602,-0.0261,-0.8785,-0.5161, 0.1651, 0.0922,-0.0069,-0.1601, 1.0044,-1.3828
09-Sep-2020 10:30:48.612,-0.0348,-0.8781,-0.5051, 0.1963, 0.1273,-0.0124,-0.1595, 1.0061,-1.3823
09-Sep-2020 10:30:48.622,-0.0411,-0.8857,-0.4859, 0.2186, 0.1831,-0.0259,-0.1587, 1.0080,-1.3818
