Timestamp,accelX,accelY,accelZ,gyroX(rad/s),gyroY(rad/s),gyroZ(rad/s),Roll(rads),Pitch(rads),Yaw(rads)
09-Sep-2020 11:15:34.242,-0.3516,-0.3802,-0.8335,-0.4589,-0.0456,-0.4798,-0.3983, 0.4092,-1.4604
09-Sep-2020 11:15:34.252,-0.3474,-0.3600,-0.8510,-0.4046,-0.0407,-0.4915,-0.3961, 0.4068,-1.4671
09-Sep-2020 11:15:34.262,-0.4433,-0.3812,-0.8334,-0.3259,-0.0218,-0.6587,-0.3939, 0.4051,-1.4737
09-Sep-2020 11:15:34.272,-0.5141,-0.3805,-0.8279,-0.2355,-0.0586,-0.8311,-0.3911, 0.4046,-1.4816
09-Sep-2020 11:15:34.282,-0.5068,-0.3095,-0.8679,-0.0498,-0.0955,-0.9351,-0.3880, 0.4056,-1.4907
09-Sep-2020 11:15:34.292,-0.4464,-0.2997,-0.8799, 0.1487,-0.1286,-0.9047,-0.3853, 0.4086,-1.5001
09-Sep-2020 11:15:34.302,-0.3974,-0.3101,-0.8304, 0.2084,-0.1965,-0.8283,-0.3833, 0.4133,-1.5085
09-Sep-2020 11:15:34.312,-0.4158,-0.2782,-0.7809, 0.1720,-0.3173,-0.8096,-0.3823, 0.4183,-1.5160
09-Sep-2020 11:15:34.322,-0.4207,-0.3272,-0.7112, 0.0871,-0.2357,-0.8534,-0.3822, 0.4229,-1.5234
09-Sep-2020 11:15:34.331,-0.3840,-0.4295,-0.6257,-0.0580,-0.2336,-0.9215,-0.3813, 0.4268,-1.5317
09-Sep-2020 11:15:34.341,-0.3983,-0.3878,-0.6381,-0.2187,-0.3766,-1.0167,-0.3798, 0.4297,-1.5412
09-Sep-2020 11:15:34.352,-0.4688,-0.2887,-0.6795,-0.2224,-0.3332,-1.0935,-0.3788, 0.4315,-1.5523
09-Sep-2020 11:15:34.361,-0.5149,-0.2995,-0.7185,-0.0524,-0.1368,-1.1694,-0.3770, 0.4336,-1.5642
09-Sep-2020 11:15:34.371,-0.5203,-0.2978,-0.8289, 0.2571, 0.0409,-1.2209,-0.3733, 0.4374,-1.5762
09-Sep-2020 11:15:34.381,-0.4789,-0.3095,-0.9088, 0.5916, 0.2782,-1.1845,-0.3680, 0.4442,-1.5876
09-Sep-2020 11:15:34.391,-0.4119,-0.3770,-0.8918, 0.8059, 0.3585,-0.9758,-0.3612, 0.4538,-1.5973
09-Sep-2020 11:15:34.401,-0.1908,-0.4374,-0.8864, 0.7235, 0.2027,-0.4769,-0.3547, 0.4645,-1.6041
09-Sep-2020 11:15:34.411,-0.0764,-0.5076,-0.8108, 0.4504, 0.1020, 0.0163,-0.3518, 0.4728,-1.6063
09-Sep-2020 11:15:34.421,-0.2163,-0.6055,-0.7068, 0.2967, 0.1062, 0.1601,-0.3515, 0.4771,-1.6044
09-Sep-2020 11:15:34.431,-0.3699,-0.5426,-0.7657, 0.2032,-0.0321,-0.0129,-0.3516, 0.4793,-1.6017
09-Sep-2020 11:15:34.441,-0.4160,-0.3742,-0.8496, 0.3045,-0.1726,-0.1436,-0.3524, 0.4815,-1.6009
09-Sep-2020 11:15:34.451,-0.3525,-0.3647,-0.8357, 0.4754,-0.1748, 0.0248,-0.3540, 0.4848,-1.6009
09-Sep-2020 11:15:34.461,-0.2223,-0.4300,-0.9129, 0.7121, 0.0042, 0.4926,-0.3567, 0.4892,-1.5985
09-Sep-2020 11:15:34.471,-0.1967,-0.4520,-0.8570, 0.8943, 0.3752, 1.0181,-0.3604, 0.4940,-1.5903
09-Sep-2020 11:15:34.481,-0.2279,-0.3929,-0.8301, 0.9135, 0.4603, 1.4186,-0.3637, 0.4987,-1.5760
09-Sep-2020 11:15:34.491,-0.2717,-0.3558,-0.8373, 0.8237, 0.3902, 1.3892,-0.3681, 0.5022,-1.5575
09-Sep-2020 11:15:34.501,-0.4118,-0.3588,-0.8212, 0.8504, 0.2591, 1.1253,-0.3730, 0.5050,-1.5395
09-Sep-2020 11:15:34.511,-0.4601,-0.4472,-0.7960, 0.8588, 0.5711, 1.1100,-0.3777, 0.5087,-1.5237
09-Sep-2020 11:15:34.521,-0.3500,-0.5241,-0.6959, 0.8369, 0.7975, 1.0857,-0.3796, 0.5125,-1.5082
09-Sep-2020 11:15:34.531,-0.3717,-0.5612,-0.7126, 0.4259, 0.1993, 0.7077,-0.3798, 0.5162,-1.4934
09-Sep-2020 11:15:34.541,-0.6687,-0.6813,-0.4176,-0.4635,-0.4180,-0.0228,-0.3824, 0.5173,-1.4844
09-Sep-2020 11:15:34.551,-0.7135,-0.9015,-0.3241,-1.1421,-0.7254,-0.7041,-0.3853, 0.5133,-1.4865
09-Sep-2020 11:15:34.561,-0.5207,-0.8745,-0.4893,-1.2423,-0.7011,-0.7529,-0.3869, 0.5057,-1.4980
09-Sep-2020 11:15:34.571,-0.3047,-0.6575,-0.6756,-1.1649,-0.5935,-0.6336,-0.3876, 0.4971,-1.5110
09-Sep-2020 11:15:34.581,-0.3048,-0.5638,-0.8694,-0.9944,-0.8539,-0.6301,-0.3884, 0.4889,-1.5225
09-Sep-2020 11:15:34.590,-0.3663,-0.5811,-0.9116,-0.9023,-1.1959,-0.7892,-0.3920, 0.4821,-1.5334
09-Sep-2020 11:15:34.600,-0.4455,-0.5427,-0.9872,-0.7747,-1.5324,-0.9446,-0.3984, 0.4769,-1.5453
09-Sep-2020 11:15:34.610,-0.5348,-0.5192,-1.0096,-0.6665,-1.8086,-1.0082,-0.4077, 0.4734,-1.5583
09-Sep-2020 11:15:34.620,-0.5159,-0.5255,-1.0246,-0.6371,-2.0043,-1.0015,-0.4196, 0.4713,-1.5715
09-Sep-2020 11:15:34.630,-0.4624,-0.5531,-0.9177,-0.6824,-2.0863,-0.8961,-0.4336, 0.4696,-1.5845
09-Sep-2020 11:15:34.640,-0.4114,-0.5610,-0.8040,-0.5837,-2.0535,-0.7717,-0.4487, 0.4673,-1.5966
09-Sep-2020 11:15:34.650,-0.4746,-0.5517,-0.7879,-0.3686,-1.7708,-0.8201,-0.4642, 0.4656,-1.6072
09-Sep-2020 11:15:34.660,-0.5807,-0.4897,-0.7652,-0.0876,-1.4657,-0.9627,-0.4773, 0.4661,-1.6172
09-Sep-2020 11:15:34.670,-0.6120,-0.5168,-0.8567, 0.2196,-1.2477,-0.9998,-0.4877, 0.4697,-1.6270
09-Sep-2020 11:15:34.680,-0.5739,-0.7342,-0.8705, 0.4118,-1.2687,-0.9235,-0.4964, 0.4763,-1.6356
09-Sep-2020 11:15:34.690,-0.5537,-0.6714,-0.9516, 0.5856,-1.3177,-0.7984,-0.5058, 0.4843,-1.6424
09-Sep-2020 11:15:34.700,-0.5516,-0.6614,-0.9135, 0.8153,-1.3383,-0.7779,-0.5168, 0.4933,-1.6470
09-Sep-2020 11:15:34.710,-0.5077,-0.6399,-0.8611, 0.9437,-1.3196,-0.9382,-0.5284, 0.5041,-1.6502
09-Sep-2020 11:15:34.720,-0.5134,-0.4069,-0.8131, 1.0184,-1.6435,-1.1344,-0.5401, 0.5169,-1.6539
09-Sep-2020 11:15:34.730,-0.5112,-0.3329,-0.8257, 1.1359,-1.8455,-1.1844,-0.5540, 0.5315,-1.6588
09-Sep-2020 11:15:34.740,-0.5201,-0.4782,-0.7573, 1.1766,-1.8202,-1.1836,-0.5699, 0.5472,-1.6633
09-Sep-2020 11:15:34.750,-0.3398,-0.6923,-0.6312, 0.7618,-1.8513,-0.9059,-0.5856, 0.5630,-1.6672
09-Sep-2020 11:15:34.759,-0.2062,-0.7213,-0.6608, 0.1939,-2.7378,-1.0070,-0.6027, 0.5745,-1.6714
09-Sep-2020 11:15:34.769,-0.5535,-0.4570,-0.9133, 0.0511,-2.9130,-1.2473,-0.6251, 0.5821,-1.6795
09-Sep-2020 11:15:34.779,-0.5939,-0.4200,-0.8101, 0.1569,-2.9152,-1.5583,-0.6477, 0.5900,-1.6911
09-Sep-2020 11:15:34.789,-0.4602,-0.6126,-0.8311, 0.2628,-3.0480,-1.8761,-0.6692, 0.6007,-1.7047
09-Sep-2020 11:15:34.799,-0.3151,-0.7398,-0.7565, 0.5568,-2.9650,-2.0121,-0.6904, 0.6145,-1.7200
09-Sep-2020 11:15:34.809,-0.1411,-0.8926,-0.7266, 0.9631,-3.1675,-1.9808,-0.7119, 0.6317,-1.7342
09-Sep-2020 11:15:34.819,-0.1521,-0.8012,-0.8430, 1.2659,-3.4374,-2.0117,-0.7372, 0.6518,-1.7446
09-Sep-2020 11:15:34.829,-0.2939,-0.7261,-0.7464, 1.3958,-3.5511,-2.1229,-0.7668, 0.6746,-1.7523
09-Sep-2020 11:15:34.839,-0.4505,-0.6744,-0.7194, 1.2662,-3.6927,-2.2318,-0.7980, 0.6992,-1.7591
09-Sep-2020 11:15:34.849,-0.5946,-0.6566,-0.6652, 1.0925,-3.7040,-2.1770,-0.8295, 0.7239,-1.7669
09-Sep-2020 11:15:34.859,-0.6133,-0.6951,-0.5856, 0.8558,-3.7522,-2.0435,-0.8608, 0.7472,-1.7752
09-Sep-2020 11:15:34.869,-0.6138,-0.7262,-0.4940, 0.8049,-3.2163,-1.7374,-0.8917, 0.7683,-1.7837
09-Sep-2020 11:15:34.879,-0.5270,-0.8020,-0.1727, 0.8549,-2.2420,-1.1357,-0.9193, 0.7866,-1.7895
09-Sep-2020 11:15:34.889,-0.2913,-1.0367, 0.0894, 0.6938,-1.3389,-0.4972,-0.9417, 0.8006,-1.7894
09-Sep-2020 11:15:34.899,-0.3227,-0.9097, 0.1270, 0.2620,-0.7308,-0.2084,-0.9579, 0.8087,-1.7858
09-Sep-2020 11:15:34.909,-0.5212,-0.7464, 0.1757,-0.1335, 0.0177,-0.1819,-0.9661, 0.8120,-1.7845
09-Sep-2020 11:15:34.919,-0.5561,-0.7746, 0.0335,-0.0814, 0.5728,-0.1835,-0.9645, 0.8130,-1.7870
09-Sep-2020 11:15:34.929,-0.5592,-0.7740,-0.2069, 0.1194, 1.0241,-0.3200,-0.9575, 0.8142,-1.7894
09-Sep-2020 11:15:34.939,-0.6017,-0.6796,-0.1872, 0.1224, 1.2640,-0.6129,-0.9466, 0.8175,-1.7907
09-Sep-2020 11:15:34.949,-0.6210,-0.5623,-0.2359,-0.3148, 0.5767,-0.7570,-0.9312, 0.8230,-1.7945
09-Sep-2020 11:15:34.959,-0.6404,-0.4994,-0.3764,-0.9100, 0.8533,-0.5492,-0.9148, 0.8267,-1.8047
09-Sep-2020 11:15:34.969,-0.6497,-0.7140,-0.2727,-0.8382, 1.0178, 0.0829,-0.8953, 0.8252,-1.8193
09-Sep-2020 11:15:34.979,-0.5294,-1.0073,-0.5427,-0.5286, 1.2712, 0.5567,-0.8796, 0.8195,-1.8278
09-Sep-2020 11:15:34.988,-0.3742,-1.0815,-0.1455,-0.6888, 2.1027, 0.7796,-0.8657, 0.8117,-1.8290
09-Sep-2020 11:15:34.999,-0.2971,-0.9502, 0.1488,-0.6183, 2.2053, 0.9473,-0.8453, 0.8015,-1.8288
09-Sep-2020 11:15:35.008,-0.4193,-0.6358,-0.6342,-0.3685, 1.3954, 0.7961,-0.8258, 0.7906,-1.8263
09-Sep-2020 11:15:35.019,-0.6300,-0.4916,-0.9463,-0.2929, 0.7738, 0.4848,-0.8143, 0.7822,-1.8225
09-Sep-2020 11:15:35.028,-0.5085,-0.4973,-0.6162,-0.4358, 0.3369, 0.2157,-0.8077, 0.7766,-1.8209
09-Sep-2020 11:15:35.039,-0.3520,-0.5307,-0.4125,-0.5038,-0.0459, 0.1376,-0.8029, 0.7719,-1.8229
09-Sep-2020 11:15:35.049,-0.2891,-0.5647,-0.4486,-0.5011,-0.4184, 0.1318,-0.8009, 0.7674,-1.8264
09-Sep-2020 11:15:35.058,-0.2615,-0.5943,-0.4706,-0.5612,-0.7393, 0.0771,-0.8024, 0.7630,-1.8300
09-Sep-2020 11:15:35.068,-0.2654,-0.5987,-0.4501,-0.6974,-0.9964,-0.0514,-0.8065, 0.7586,-1.8348
09-Sep-2020 11:15:35.078,-0.3263,-0.6520,-0.4354,-0.7658,-1.0655,-0.1584,-0.8114, 0.7541,-1.8421
